Time_abs/ps, Signal 1/nA, Signal 2/nA
  1900.350,    -7.826477,     0.009480
  1900.400,    -7.701497,    -0.011608
  1900.450,    -6.913480,    -0.025792
  1900.500,    -5.654784,    -0.029494
  1900.550,    -4.191808,    -0.027720
  1900.600,    -2.328920,    -0.034835
  1900.650,    -0.325229,    -0.034702
  1900.700,     1.554842,    -0.009304
  1900.750,     3.513943,    -0.009786
  1900.800,     5.206418,    -0.002001
  1900.850,     6.642779,    -0.001626
  1900.900,     7.803693,     0.012089
  1900.950,     8.450606,    -0.021872
  1901.000,     8.743205,    -0.003503
  1901.050,     8.526728,     0.008089
  1901.100,     7.768289,     0.029407
  1901.150,     6.476665,     0.044353
  1901.200,     4.880210,     0.031283
  1901.250,     2.746622,     0.029737
  1901.300,     0.564764,    -0.001516
  1901.350,    -1.758054,     0.007170
  1901.400,    -3.874793,     0.001112
  1901.450,    -5.921361,    -0.022899
  1901.500,    -7.328722,    -0.032982
  1901.550,    -8.161648,    -0.030820
  1901.600,    -8.301710,    -0.035039
  1901.650,    -7.666036,    -0.040877
  1901.700,    -6.539383,    -0.062529
  1901.750,    -4.888242,    -0.050686
  1901.800,    -2.985172,    -0.032079
  1901.850,    -1.069595,    -0.019850
  1901.900,     0.662614,    -0.027613
  1901.950,     1.982629,     0.003935
  1902.000,     2.666039,     0.016113
  1902.050,     2.705944,    -0.006005
  1902.100,     2.154238,     0.015999
  1902.150,     1.128560,     0.034577
  1902.200,    -0.351059,     0.028903
  1902.250,    -1.477820,     0.033356
  1902.300,    -2.459966,     0.055890
  1902.350,    -2.830279,     0.041565
  1902.400,    -2.747145,     0.015558
  1902.450,    -2.430011,     0.031005
  1902.500,    -1.637577,     0.013426
  1902.550,    -0.766026,    -0.005300
  1902.600,    -0.077203,    -0.017565
  1902.650,     0.488391,     0.004007
  1902.700,     0.722147,    -0.019462
  1902.750,     0.739112,    -0.033323
  1902.800,     0.567960,    -0.024398
  1902.850,     0.260329,    -0.025067
  1902.900,     0.202121,    -0.034587
  1902.950,     0.153208,    -0.044134
  1903.000,     0.314110,    -0.013693
  1903.050,     0.639895,    -0.043844
  1903.100,     1.062524,    -0.000764
  1903.150,     1.268324,    -0.002742
  1903.200,     1.429982,     0.005291
  1903.250,     1.357250,     0.035174
  1903.300,     1.182501,     0.016791
  1903.350,     0.933168,     0.053949
  1903.400,     0.675497,     0.020454
  1903.450,     0.473091,     0.002928
  1903.500,     0.360274,     0.003784
  1903.550,     0.298331,     0.004940
  1903.600,     0.036018,    -0.008269
  1903.650,    -0.496006,    -0.003945
  1903.700,    -1.303590,    -0.024809
  1903.750,    -2.216552,    -0.043074
  1903.800,    -3.323244,    -0.020672
  1903.850,    -4.279441,    -0.007991
  1903.900,    -5.193033,     0.006793
  1903.950,    -5.769022,    -0.002177
  1904.000,    -6.044331,     0.000622
  1904.050,    -6.001405,    -0.004138
  1904.100,    -5.467308,    -0.007536
  1904.150,    -4.496393,     0.003348
  1904.200,    -3.225610,     0.017106
  1904.250,    -1.883002,     0.006893
  1904.300,    -0.452204,     0.037251
  1904.350,     0.692723,     0.053500
  1904.400,     1.660306,     0.027005
  1904.450,     2.322069,     0.025073
  1904.500,     2.677617,     0.021105
  1904.550,     2.766415,    -0.011919
  1904.600,     2.775185,    -0.043781
  1904.650,     2.582580,    -0.039498
  1904.700,     2.400592,    -0.036135
  1904.750,     2.188317,    -0.013522
  1904.800,     1.778011,    -0.046300
  1904.850,     1.432008,    -0.050520
  1904.900,     0.846212,    -0.052623
  1904.950,     0.224765,    -0.027451
  1905.000,    -0.288022,    -0.036620
  1905.050,    -0.755678,    -0.038926
  1905.100,    -0.949813,    -0.005773
  1905.150,    -1.039756,    -0.014547
  1905.200,    -0.871905,     0.009585
  1905.250,    -0.652225,    -0.000389
  1905.300,    -0.593746,     0.028984
  1905.350,    -0.632591,     0.050598
  1905.400,    -0.972218,     0.052489
  1905.450,    -1.563105,     0.041735
  1905.500,    -2.157070,     0.053178
  1905.550,    -2.768105,     0.052116
  1905.600,    -3.253286,     0.037158
  1905.650,    -3.832092,     0.019506
  1905.700,    -4.352778,     0.017133
  1905.750,    -4.451278,    -0.005430
  1905.800,    -4.418296,    -0.020657
  1905.850,    -4.064802,    -0.017200
  1905.900,    -3.442736,    -0.028280
  1905.950,    -2.468608,    -0.043124
  1906.000,    -1.311745,    -0.039084
  1906.050,     0.020303,    -0.032803
  1906.100,     1.216643,    -0.016703
  1906.150,     2.372219,    -0.028636
  1906.200,     3.205080,    -0.058635
  1906.250,     3.701535,    -0.035888
  1906.300,     3.726873,    -0.029714
  1906.350,     3.377834,    -0.026458
  1906.400,     2.655777,    -0.021816
  1906.450,     1.691681,     0.014370
  1906.500,     0.565912,    -0.007119
  1906.550,    -0.637110,     0.014682
  1906.600,    -1.568669,     0.022200
  1906.650,    -2.209676,     0.014381
  1906.700,    -2.579279,     0.021779
  1906.750,    -2.353053,     0.000526
  1906.800,    -1.977296,     0.002185
  1906.850,    -1.388328,     0.026700
  1906.900,    -0.754581,     0.014127
  1906.950,    -0.092431,    -0.015288
  1907.000,     0.489444,    -0.017383
  1907.050,     0.886829,    -0.015283
  1907.100,     1.200768,    -0.014323
  1907.150,     1.235069,    -0.015094
  1907.200,     1.285467,    -0.020021
  1907.250,     1.131004,    -0.018035
  1907.300,     0.728969,    -0.025129
  1907.350,     0.148916,    -0.032210
  1907.400,    -0.325631,    -0.024125
  1907.450,    -1.005701,    -0.017352
  1907.500,    -1.568931,     0.003029
  1907.550,    -2.037085,     0.009234
  1907.600,    -2.452303,    -0.011493
  1907.650,    -2.547174,    -0.003824
  1907.700,    -2.532806,     0.000550
  1907.750,    -2.261010,     0.014788
  1907.800,    -1.878631,    -0.000293
  1907.850,    -1.298673,    -0.021449
  1907.900,    -0.765990,    -0.024996
  1907.950,    -0.337930,    -0.017519
  1908.000,     0.044961,    -0.037287
  1908.050,     0.296985,    -0.028511
  1908.100,     0.525426,    -0.036837
  1908.150,     0.477316,    -0.038902
  1908.200,     0.419328,    -0.029701
  1908.250,     0.294697,    -0.032080
  1908.300,     0.329834,    -0.004567
  1908.350,     0.251091,    -0.004915
  1908.400,     0.225474,    -0.008176
  1908.450,     0.352836,     0.017310
  1908.500,     0.371672,    -0.000934
  1908.550,     0.571629,     0.023092
  1908.600,     0.866958,     0.032486
  1908.650,     1.004104,     0.023051
  1908.700,     1.124173,     0.034883
  1908.750,     1.177884,     0.022367
  1908.800,     1.178630,     0.029116
  1908.850,     1.001340,     0.026126
  1908.900,     0.774614,     0.026008
  1908.950,     0.332796,    -0.013578
  1909.000,    -0.220064,    -0.008952
  1909.050,    -0.921384,    -0.012931
  1909.100,    -1.626555,    -0.029119
  1909.150,    -2.369463,    -0.052354
  1909.200,    -2.903229,    -0.053700
  1909.250,    -3.331213,    -0.037938
  1909.300,    -3.503659,    -0.039161
  1909.350,    -3.628998,    -0.049024
  1909.400,    -3.628710,    -0.028327
